pod_id,pod_type,slot_id,slot_type,item,unusedColumn1,unusedColumn2,unusedColumn3,qty,max_qty,due_date,facing,pick_ind,slot_sequence,item_weight,total_item_weight,item_pod_inventory_level,item_warehouse_inventory_level
76,0,6,0,113,0,0,0,11,11,99999,0,0,766,6.02,66.22,0.5,0.5
76,0,7,0,153,0,0,0,42,42,99999,0,0,767,0.43,18.06,0.5,0.5
76,0,8,0,413,0,0,0,288,288,99999,0,0,768,0.362,104.256,0.6,0.6
76,0,9,0,483,0,0,0,30,30,99999,0,0,769,0.303,9.09,0.6,0.6
77,0,0,0,102,0,0,0,24,24,99999,0,0,770,0.479,11.496,0.5,0.5
77,0,1,0,173,0,0,0,96,96,99999,0,0,771,0.645,61.92,0.5,0.5
77,0,2,0,131,0,0,0,54,54,99999,0,0,772,0.287,15.498,0.5,0.5
77,0,3,0,272,0,0,0,168,168,99999,0,0,773,0.454,76.272,0.6,0.6
77,0,4,0,222,0,0,0,456,456,99999,0,0,774,0.219,99.864,0.6,0.6
77,0,5,0,38,0,0,0,384,384,99999,0,0,775,0.275,105.6,0.4,0.4
77,0,6,0,271,0,0,0,288,288,99999,0,0,776,0.063,18.144,0.6,0.6
77,0,7,0,149,0,0,0,240,240,99999,0,0,777,0.355,85.2,0.5,0.5
77,0,8,0,151,0,0,0,96,96,99999,0,0,778,0.667,64.032,0.5,0.5
77,0,9,0,202,0,0,0,312,312,99999,0,0,779,0.329,102.648,0.6,0.6
78,0,0,0,499,0,0,0,240,240,99999,0,0,780,0.336,80.64,0.6,0.6
78,0,1,0,315,0,0,0,20,20,99999,0,0,781,0.228,4.56,0.6,0.6
78,0,2,0,128,0,0,0,8,8,99999,0,0,782,1.0,8.0,0.5,0.5
78,0,3,0,141,0,0,0,30,30,99999,0,0,783,0.454,13.62,0.5,0.5
78,0,4,0,249,0,0,0,12,12,99999,0,0,784,5.442,65.304,0.6,0.6
78,0,5,0,49,0,0,0,240,240,99999,0,0,785,0.408,97.92,0.4,0.4
78,0,6,0,158,0,0,0,96,96,99999,0,0,786,0.633,60.768,0.5,0.5
78,0,7,0,99,0,0,0,24,24,99999,0,0,787,2.228,53.472,0.5,0.5
78,0,8,0,107,0,0,0,36,36,99999,0,0,788,0.304,10.944,0.5,0.5
78,0,9,0,290,0,0,0,312,312,99999,0,0,789,0.33,102.96,0.6,0.6
79,0,0,0,145,0,0,0,24,24,99999,0,0,790,0.288,6.912,0.5,0.5
79,0,1,0,430,0,0,0,12,12,99999,0,0,791,1.043,12.516,0.6,0.6
79,0,2,0,73,0,0,0,120,120,99999,0,0,792,0.624,74.88,0.5,0.5
79,0,3,0,17,0,0,0,108,108,99999,0,0,793,0.176,19.008,0.4,0.4
79,0,4,0,174,0,0,0,90,90,99999,0,0,794,0.13,11.7,0.5,0.5
79,0,5,0,105,0,0,0,12,12,99999,0,0,795,0.291,3.492,0.5,0.5
79,0,6,0,164,0,0,0,384,384,99999,0,0,796,0.277,106.368,0.5,0.5
79,0,7,0,146,0,0,0,24,24,99999,0,0,797,0.561,13.464,0.5,0.5
79,0,8,0,297,0,0,0,168,168,99999,0,0,798,0.072,12.096,0.6,0.6
79,0,9,0,197,0,0,0,432,432,99999,0,0,799,0.164,70.848,0.5,0.5
80,0,0,0,85,0,0,0,24,24,99999,0,0,800,0.392,9.408,0.5,0.5
80,0,1,0,89,0,0,0,60,60,99999,0,0,801,0.142,8.52,0.5,0.5
80,0,2,0,426,0,0,0,36,36,99999,0,0,802,0.408,14.688,0.6,0.6
80,0,3,0,434,0,0,0,72,72,99999,0,0,803,0.175,12.6,0.6,0.6
80,0,4,0,214,0,0,0,168,168,99999,0,0,804,0.441,74.088,0.6,0.6
80,0,5,0,40,0,0,0,24,24,99999,0,0,805,2.218,53.232,0.4,0.4
80,0,6,0,156,0,0,0,81,81,99999,0,0,806,0.2,16.2,0.5,0.5
80,0,7,0,12,0,0,0,8,8,99999,0,0,807,0.306,2.448,0.4,0.4
80,0,8,0,108,0,0,0,210,210,99999,0,0,808,0.108,22.68,0.5,0.5
80,0,9,0,219,0,0,0,24,24,99999,0,0,809,0.192,4.608,0.6,0.6
81,0,0,0,39,0,0,0,360,360,99999,0,0,810,0.276,99.36,0.4,0.4
81,0,1,0,342,0,0,0,72,72,99999,0,0,811,0.65,46.8,0.6,0.6
81,0,2,0,14,0,0,0,12,12,99999,0,0,812,0.41,4.92,0.4,0.4
81,0,3,0,29,0,0,0,360,360,99999,0,0,813,0.274,98.64,0.4,0.4
81,0,4,0,109,0,0,0,264,264,99999,0,0,814,0.283,74.712,0.5,0.5
81,0,5,0,380,0,0,0,288,288,99999,0,0,815,0.326,93.888,0.6,0.6
81,0,6,0,69,0,0,0,48,48,99999,0,0,816,0.176,8.448,0.5,0.5
81,0,7,0,64,0,0,0,24,24,99999,0,0,817,0.334,8.016,0.5,0.5
81,0,8,0,186,0,0,0,70,70,99999,0,0,818,0.181,12.67,0.5,0.5
81,0,9,0,20,0,0,0,216,216,99999,0,0,819,0.386,83.376,0.4,0.4
82,0,0,0,403,0,0,0,96,96,99999,0,0,820,0.575,55.2,0.6,0.6
82,0,1,0,308,0,0,0,180,180,99999,0,0,821,0.109,19.62,0.6,0.6
82,0,2,0,40,0,0,0,24,24,99999,0,0,822,2.218,53.232,0.4,0.4
82,0,3,0,189,0,0,0,36,36,99999,0,0,823,0.342,12.312,0.5,0.5
82,0,4,0,97,0,0,0,10,10,99999,0,0,824,5.575,55.75,0.5,0.5
82,0,5,0,99,0,0,0,24,24,99999,0,0,825,2.228,53.472,0.5,0.5
82,0,6,0,121,0,0,0,3,3,99999,0,0,826,15.0,45.0,0.5,0.5
82,0,7,0,496,0,0,0,56,56,99999,0,0,827,1.468,82.208,0.6,0.6
82,0,8,0,10,0,0,0,210,210,99999,0,0,828,0.118,24.78,0.4,0.4
82,0,9,0,294,0,0,0,36,36,99999,0,0,829,0.144,5.184,0.6,0.6
83,0,0,0,62,0,0,0,60,60,99999,0,0,830,0.15,9.0,0.5,0.5
83,0,1,0,200,0,0,0,168,168,99999,0,0,831,0.125,21.0,0.6,0.6
83,0,2,0,9,0,0,0,180,180,99999,0,0,832,0.1,18.0,0.4,0.4
83,0,3,0,17,0,0,0,108,108,99999,0,0,833,0.176,19.008,0.4,0.4
83,0,4,0,25,0,0,0,30,30,99999,0,0,834,0.454,13.62,0.4,0.4
83,0,5,0,105,0,0,0,12,12,99999,0,0,835,0.291,3.492,0.5,0.5
83,0,6,0,21,0,0,0,432,432,99999,0,0,836,0.165,71.28,0.4,0.4
83,0,7,0,198,0,0,0,288,288,99999,0,0,837,0.07,20.16,0.5,0.5
83,0,8,0,305,0,0,0,72,72,99999,0,0,838,0.181,13.032,0.6,0.6
83,0,9,0,57,0,0,0,30,30,99999,0,0,839,0.351,10.53,0.5,0.5
84,0,0,0,127,0,0,0,192,192,99999,0,0,840,0.398,76.416,0.5,0.5
84,0,1,0,35,0,0,0,192,192,99999,0,0,841,0.361,69.312,0.4,0.4
84,0,2,0,130,0,0,0,24,24,99999,0,0,842,0.615,14.76,0.5,0.5
84,0,3,0,18,0,0,0,30,30,99999,0,0,843,0.333,9.99,0.4,0.4
84,0,4,0,37,0,0,0,384,384,99999,0,0,844,0.277,106.368,0.4,0.4
84,0,5,0,19,0,0,0,12,12,99999,0,0,845,0.28,3.36,0.4,0.4
84,0,6,0,10,0,0,0,210,210,99999,0,0,846,0.118,24.78,0.4,0.4
84,0,7,0,408,0,0,0,96,96,99999,0,0,847,0.088,8.448,0.6,0.6
84,0,8,0,193,0,0,0,320,320,99999,0,0,848,0.05,16.0,0.5,0.5
84,0,9,0,185,0,0,0,120,120,99999,0,0,849,0.532,63.84,0.5,0.5
85,0,0,0,39,0,0,0,360,360,99999,0,0,850,0.276,99.36,0.4,0.4
85,0,1,0,86,0,0,0,80,80,99999,0,0,851,0.179,14.32,0.5,0.5
85,0,2,0,408,0,0,0,96,96,99999,0,0,852,0.088,8.448,0.6,0.6
85,0,3,0,43,0,0,0,240,240,99999,0,0,853,0.3,72.0,0.4,0.4
85,0,4,0,196,0,0,0,27,27,99999,0,0,854,2.5,67.5,0.5,0.5
85,0,5,0,220,0,0,0,20,20,99999,0,0,855,1.0,20.0,0.6,0.6
85,0,6,0,357,0,0,0,6,6,99999,0,0,856,2.165,12.99,0.6,0.6
85,0,7,0,5,0,0,0,192,192,99999,0,0,857,0.417,80.064,0.4,0.4
85,0,8,0,197,0,0,0,432,432,99999,0,0,858,0.164,70.848,0.5,0.5
85,0,9,0,150,0,0,0,24,24,99999,0,0,859,0.387,9.288,0.5,0.5
86,0,0,0,22,0,0,0,72,72,99999,0,0,860,0.125,9.0,0.4,0.4
86,0,1,0,375,0,0,0,168,168,99999,0,0,861,0.383,64.344,0.6,0.6
86,0,2,0,433,0,0,0,48,48,99999,0,0,862,1.356,65.088,0.6,0.6
86,0,3,0,185,0,0,0,120,120,99999,0,0,863,0.532,63.84,0.5,0.5
86,0,4,0,26,0,0,0,360,360,99999,0,0,864,0.274,98.64,0.4,0.4
86,0,5,0,12,0,0,0,8,8,99999,0,0,865,0.306,2.448,0.4,0.4
86,0,6,0,3,0,0,0,312,312,99999,0,0,866,0.324,101.088,0.4,0.4
86,0,7,0,86,0,0,0,80,80,99999,0,0,867,0.179,14.32,0.5,0.5
86,0,8,0,273,0,0,0,210,210,99999,0,0,868,0.098,20.58,0.6,0.6
86,0,9,0,252,0,0,0,36,36,99999,0,0,869,0.394,14.184,0.6,0.6
87,0,0,0,26,0,0,0,360,360,99999,0,0,870,0.274,98.64,0.4,0.4
87,0,1,0,220,0,0,0,20,20,99999,0,0,871,1.0,20.0,0.6,0.6
87,0,2,0,385,0,0,0,48,48,99999,0,0,872,0.858,41.184,0.6,0.6
87,0,3,0,37,0,0,0,384,384,99999,0,0,873,0.277,106.368,0.4,0.4
87,0,4,0,158,0,0,0,96,96,99999,0,0,874,0.633,60.768,0.5,0.5
87,0,5,0,63,0,0,0,70,70,99999,0,0,875,0.181,12.67,0.5,0.5
87,0,6,0,162,0,0,0,24,24,99999,0,0,876,0.698,16.752,0.5,0.5
87,0,7,0,85,0,0,0,24,24,99999,0,0,877,0.392,9.408,0.5,0.5
87,0,8,0,134,0,0,0,24,24,99999,0,0,878,0.409,9.816,0.5,0.5
87,0,9,0,53,0,0,0,12,12,99999,0,0,879,0.335,4.02,0.5,0.5
88,0,0,0,168,0,0,0,336,336,99999,0,0,880,0.291,97.776,0.5,0.5
88,0,1,0,111,0,0,0,27,27,99999,0,0,881,3.0,81.0,0.5,0.5
88,0,2,0,130,0,0,0,24,24,99999,0,0,882,0.615,14.76,0.5,0.5
88,0,3,0,221,0,0,0,20,20,99999,0,0,883,1.0,20.0,0.6,0.6
88,0,4,0,114,0,0,0,360,360,99999,0,0,884,0.279,100.44,0.5,0.5
88,0,5,0,123,0,0,0,20,20,99999,0,0,885,0.28,5.6,0.5,0.5
88,0,6,0,34,0,0,0,336,336,99999,0,0,886,0.233,78.288,0.4,0.4
88,0,7,0,255,0,0,0,24,24,99999,0,0,887,0.49,11.76,0.6,0.6
88,0,8,0,384,0,0,0,12,12,99999,0,0,888,3.9,46.8,0.6,0.6
88,0,9,0,121,0,0,0,3,3,99999,0,0,889,15.0,45.0,0.5,0.5
89,0,0,0,160,0,0,0,10,10,99999,0,0,890,6.195,61.95,0.5,0.5
89,0,1,0,274,0,0,0,48,48,99999,0,0,891,0.307,14.736,0.6,0.6
89,0,2,0,118,0,0,0,180,180,99999,0,0,892,0.1,18.0,0.5,0.5
89,0,3,0,56,0,0,0,192,192,99999,0,0,893,0.37,71.04,0.5,0.5
89,0,4,0,192,0,0,0,360,360,99999,0,0,894,0.277,99.72,0.5,0.5
89,0,5,0,239,0,0,0,24,24,99999,0,0,895,0.433,10.392,0.6,0.6
89,0,6,0,175,0,0,0,24,24,99999,0,0,896,2.057,49.368,0.5,0.5
89,0,7,0,58,0,0,0,264,264,99999,0,0,897,0.276,72.864,0.5,0.5
89,0,8,0,194,0,0,0,288,288,99999,0,0,898,0.229,65.952,0.5,0.5
89,0,9,0,352,0,0,0,360,360,99999,0,0,899,0.206,74.16,0.6,0.6
90,0,0,0,49,0,0,0,240,240,99999,0,0,900,0.408,97.92,0.4,0.4
90,0,1,0,411,0,0,0,192,192,99999,0,0,901,0.368,70.656,0.6,0.6
90,0,2,0,198,0,0,0,288,288,99999,0,0,902,0.07,20.16,0.5,0.5
90,0,3,0,353,0,0,0,720,720,99999,0,0,903,0.142,102.24,0.6,0.6
90,0,4,0,148,0,0,0,360,360,99999,0,0,904,0.275,99.0,0.5,0.5
90,0,5,0,442,0,0,0,384,384,99999,0,0,905,0.276,105.984,0.6,0.6
90,0,6,0,5,0,0,0,192,192,99999,0,0,906,0.417,80.064,0.4,0.4
90,0,7,0,244,0,0,0,72,72,99999,0,0,907,0.173,12.456,0.6,0.6
90,0,8,0,314,0,0,0,77,77,99999,0,0,908,1.0,77.0,0.6,0.6
90,0,9,0,258,0,0,0,24,24,99999,0,0,909,0.519,12.456,0.6,0.6
91,0,0,0,33,0,0,0,240,240,99999,0,0,910,0.409,98.16,0.4,0.4
91,0,1,0,180,0,0,0,216,216,99999,0,0,911,0.408,88.128,0.5,0.5
91,0,2,0,347,0,0,0,36,36,99999,0,0,912,0.257,9.252,0.6,0.6
91,0,3,0,22,0,0,0,72,72,99999,0,0,913,0.125,9.0,0.4,0.4
91,0,4,0,409,0,0,0,48,48,99999,0,0,914,0.218,10.464,0.6,0.6
91,0,5,0,116,0,0,0,24,24,99999,0,0,915,0.407,9.768,0.5,0.5
91,0,6,0,98,0,0,0,60,60,99999,0,0,916,0.225,13.5,0.5,0.5
91,0,7,0,156,0,0,0,81,81,99999,0,0,917,0.2,16.2,0.5,0.5
91,0,8,0,179,0,0,0,24,24,99999,0,0,918,0.324,7.776,0.5,0.5
91,0,9,0,478,0,0,0,80,80,99999,0,0,919,0.2,16.0,0.6,0.6
92,0,0,0,34,0,0,0,336,336,99999,0,0,920,0.233,78.288,0.4,0.4
92,0,1,0,146,0,0,0,24,24,99999,0,0,921,0.561,13.464,0.5,0.5
92,0,2,0,186,0,0,0,70,70,99999,0,0,922,0.181,12.67,0.5,0.5
92,0,3,0,470,0,0,0,48,48,99999,0,0,923,1.322,63.456,0.6,0.6
92,0,4,0,221,0,0,0,20,20,99999,0,0,924,1.0,20.0,0.6,0.6
92,0,5,0,38,0,0,0,384,384,99999,0,0,925,0.275,105.6,0.4,0.4
92,0,6,0,79,0,0,0,24,24,99999,0,0,926,0.429,10.296,0.5,0.5
92,0,7,0,60,0,0,0,36,36,99999,0,0,927,0.263,9.468,0.5,0.5
92,0,8,0,14,0,0,0,12,12,99999,0,0,928,0.41,4.92,0.4,0.4
92,0,9,0,16,0,0,0,12,12,99999,0,0,929,0.301,3.612,0.4,0.4
93,0,0,0,245,0,0,0,456,456,99999,0,0,930,0.217,98.952,0.6,0.6
93,0,1,0,104,0,0,0,360,360,99999,0,0,931,0.28,100.8,0.5,0.5
93,0,2,0,333,0,0,0,48,48,99999,0,0,932,0.9,43.2,0.6,0.6
93,0,3,0,463,0,0,0,204,204,99999,0,0,933,0.092,18.768,0.6,0.6
93,0,4,0,44,0,0,0,120,120,99999,0,0,934,0.62,74.4,0.4,0.4
93,0,5,0,59,0,0,0,36,36,99999,0,0,935,0.363,13.068,0.5,0.5
93,0,6,0,216,0,0,0,20,20,99999,0,0,936,1.0,20.0,0.6,0.6
93,0,7,0,88,0,0,0,180,180,99999,0,0,937,0.108,19.44,0.5,0.5
93,0,8,0,13,0,0,0,96,96,99999,0,0,938,0.596,57.216,0.4,0.4
93,0,9,0,145,0,0,0,24,24,99999,0,0,939,0.288,6.912,0.5,0.5
94,0,0,0,10,0,0,0,210,210,99999,0,0,940,0.118,24.78,0.4,0.4
94,0,1,0,0,0,0,0,36,36,99999,0,0,941,1.602,57.672,0.4,0.4
94,0,2,0,131,0,0,0,54,54,99999,0,0,942,0.287,15.498,0.5,0.5
94,0,3,0,476,0,0,0,24,24,99999,0,0,943,0.405,9.72,0.6,0.6
94,0,4,0,38,0,0,0,384,384,99999,0,0,944,0.275,105.6,0.4,0.4
94,0,5,0,338,0,0,0,96,96,99999,0,0,945,0.606,58.176,0.6,0.6
94,0,6,0,138,0,0,0,36,36,99999,0,0,946,0.39,14.04,0.5,0.5
94,0,7,0,181,0,0,0,24,24,99999,0,0,947,0.491,11.784,0.5,0.5
94,0,8,0,122,0,0,0,48,48,99999,0,0,948,0.208,9.984,0.5,0.5
94,0,9,0,76,0,0,0,12,12,99999,0,0,949,0.308,3.696,0.5,0.5
95,0,0,0,137,0,0,0,30,30,99999,0,0,950,0.454,13.62,0.5,0.5
95,0,1,0,382,0,0,0,24,24,99999,0,0,951,0.368,8.832,0.6,0.6
95,0,2,0,236,0,0,0,210,210,99999,0,0,952,0.103,21.63,0.6,0.6
95,0,3,0,95,0,0,0,240,240,99999,0,0,953,0.409,98.16,0.5,0.5
95,0,4,0,306,0,0,0,36,36,99999,0,0,954,0.308,11.088,0.6,0.6
95,0,5,0,194,0,0,0,288,288,99999,0,0,955,0.229,65.952,0.5,0.5
95,0,6,0,416,0,0,0,20,20,99999,0,0,956,0.562,11.24,0.6,0.6
95,0,7,0,454,0,0,0,27,27,99999,0,0,957,2.0,54.0,0.6,0.6
95,0,8,0,26,0,0,0,360,360,99999,0,0,958,0.274,98.64,0.4,0.4
95,0,9,0,245,0,0,0,456,456,99999,0,0,959,0.217,98.952,0.6,0.6
96,0,0,0,444,0,0,0,24,24,99999,0,0,960,2.138,51.312,0.6,0.6
96,0,1,0,115,0,0,0,192,192,99999,0,0,961,0.389,74.688,0.5,0.5
96,0,2,0,182,0,0,0,12,12,99999,0,0,962,0.408,4.896,0.5,0.5
96,0,3,0,233,0,0,0,80,80,99999,0,0,963,0.179,14.32,0.6,0.6
96,0,4,0,40,0,0,0,24,24,99999,0,0,964,2.218,53.232,0.4,0.4
96,0,5,0,414,0,0,0,77,77,99999,0,0,965,0.2,15.4,0.6,0.6
96,0,6,0,44,0,0,0,120,120,99999,0,0,966,0.62,74.4,0.4,0.4
96,0,7,0,113,0,0,0,11,11,99999,0,0,967,6.02,66.22,0.5,0.5
96,0,8,0,81,0,0,0,12,12,99999,0,0,968,0.248,2.976,0.5,0.5
96,0,9,0,432,0,0,0,16,16,99999,0,0,969,0.9,14.4,0.6,0.6
97,0,0,0,13,0,0,0,96,96,99999,0,0,970,0.596,57.216,0.4,0.4
97,0,1,0,40,0,0,0,24,24,99999,0,0,971,2.218,53.232,0.4,0.4
97,0,2,0,94,0,0,0,24,24,99999,0,0,972,2.087,50.088,0.5,0.5
97,0,3,0,269,0,0,0,36,36,99999,0,0,973,0.126,4.536,0.6,0.6
97,0,4,0,118,0,0,0,180,180,99999,0,0,974,0.1,18.0,0.5,0.5
97,0,5,0,28,0,0,0,12,12,99999,0,0,975,0.387,4.644,0.4,0.4
97,0,6,0,286,0,0,0,264,264,99999,0,0,976,0.273,72.072,0.6,0.6
97,0,7,0,323,0,0,0,24,24,99999,0,0,977,2.188,52.512,0.6,0.6
97,0,8,0,66,0,0,0,72,72,99999,0,0,978,0.233,16.776,0.5,0.5
97,0,9,0,390,0,0,0,24,24,99999,0,0,979,0.221,5.304,0.6,0.6
98,0,0,0,6,0,0,0,10,10,99999,0,0,980,0.34,3.4,0.4,0.4
98,0,1,0,153,0,0,0,42,42,99999,0,0,981,0.43,18.06,0.5,0.5
98,0,2,0,92,0,0,0,30,30,99999,0,0,982,0.348,10.44,0.5,0.5
98,0,3,0,110,0,0,0,280,280,99999,0,0,983,0.075,21.0,0.5,0.5
98,0,4,0,371,0,0,0,60,60,99999,0,0,984,0.31,18.6,0.6,0.6
98,0,5,0,66,0,0,0,72,72,99999,0,0,985,0.233,16.776,0.5,0.5
98,0,6,0,20,0,0,0,216,216,99999,0,0,986,0.386,83.376,0.4,0.4
98,0,7,0,288,0,0,0,24,24,99999,0,0,987,0.179,4.296,0.6,0.6
98,0,8,0,165,0,0,0,70,70,99999,0,0,988,0.173,12.11,0.5,0.5
98,0,9,0,89,0,0,0,60,60,99999,0,0,989,0.142,8.52,0.5,0.5
99,0,0,0,276,0,0,0,16,16,99999,0,0,990,1.25,20.0,0.6,0.6
99,0,1,0,92,0,0,0,30,30,99999,0,0,991,0.348,10.44,0.5,0.5
99,0,2,0,154,0,0,0,360,360,99999,0,0,992,0.274,98.64,0.5,0.5
99,0,3,0,76,0,0,0,12,12,99999,0,0,993,0.308,3.696,0.5,0.5
99,0,4,0,71,0,0,0,24,24,99999,0,0,994,0.288,6.912,0.5,0.5
99,0,5,0,205,0,0,0,60,60,99999,0,0,995,1.05,63.0,0.6,0.6
99,0,6,0,69,0,0,0,48,48,99999,0,0,996,0.176,8.448,0.5,0.5
99,0,7,0,392,0,0,0,360,360,99999,0,0,997,0.156,56.16,0.6,0.6
99,0,8,0,102,0,0,0,24,24,99999,0,0,998,0.479,11.496,0.5,0.5
99,0,9,0,22,0,0,0,72,72,99999,0,0,999,0.125,9.0,0.4,0.4
100,0,0,0,197,0,0,0,432,432,99999,0,0,1000,0.164,70.848,0.5,0.5
100,0,1,0,112,0,0,0,216,216,99999,0,0,1001,0.375,81.0,0.5,0.5
100,0,2,0,37,0,0,0,384,384,99999,0,0,1002,0.277,106.368,0.4,0.4
100,0,3,0,35,0,0,0,192,192,99999,0,0,1003,0.361,69.312,0.4,0.4
100,0,4,0,9,0,0,0,180,180,99999,0,0,1004,0.1,18.0,0.4,0.4
100,0,5,0,22,0,0,0,72,72,99999,0,0,1005,0.125,9.0,0.4,0.4
100,0,6,0,48,0,0,0,360,360,99999,0,0,1006,0.275,99.0,0.4,0.4
100,0,7,0,43,0,0,0,240,240,99999,0,0,1007,0.3,72.0,0.4,0.4
100,0,8,0,52,0,0,0,48,48,99999,0,0,1008,0.102,4.896,0.5,0.5
100,0,9,0,17,0,0,0,108,108,99999,0,0,1009,0.176,19.008,0.4,0.4
101,0,0,0,48,0,0,0,360,360,99999,0,0,1010,0.275,99.0,0.4,0.4
101,0,1,0,489,0,0,0,30,30,99999,0,0,1011,0.533,15.99,0.6,0.6
101,0,2,0,136,0,0,0,48,48,99999,0,0,1012,0.208,9.984,0.5,0.5
101,0,3,0,27,0,0,0,336,336,99999,0,0,1013,0.267,89.712,0.4,0.4
101,0,4,0,383,0,0,0,9,9,99999,0,0,1014,0.517,4.653,0.6,0.6
101,0,5,0,376,0,0,0,36,36,99999,0,0,1015,0.218,7.848,0.6,0.6
101,0,6,0,148,0,0,0,360,360,99999,0,0,1016,0.275,99.0,0.5,0.5
101,0,7,0,11,0,0,0,264,264,99999,0,0,1017,0.282,74.448,0.4,0.4
101,0,8,0,47,0,0,0,30,30,99999,0,0,1018,0.365,10.95,0.4,0.4
101,0,9,0,424,0,0,0,96,96,99999,0,0,1019,0.619,59.424,0.6,0.6
102,0,0,0,384,0,0,0,12,12,99999,0,0,1020,3.9,46.8,0.6,0.6
102,0,1,0,40,0,0,0,24,24,99999,0,0,1021,2.218,53.232,0.4,0.4
102,0,2,0,275,0,0,0,36,36,99999,0,0,1022,0.368,13.248,0.6,0.6
102,0,3,0,148,0,0,0,360,360,99999,0,0,1023,0.275,99.0,0.5,0.5
102,0,4,0,151,0,0,0,96,96,99999,0,0,1024,0.667,64.032,0.5,0.5
102,0,5,0,426,0,0,0,36,36,99999,0,0,1025,0.408,14.688,0.6,0.6
102,0,6,0,122,0,0,0,48,48,99999,0,0,1026,0.208,9.984,0.5,0.5
102,0,7,0,438,0,0,0,48,48,99999,0,0,1027,0.27,12.96,0.6,0.6
102,0,8,0,79,0,0,0,24,24,99999,0,0,1028,0.429,10.296,0.5,0.5
102,0,9,0,229,0,0,0,48,48,99999,0,0,1029,0.291,13.968,0.6,0.6
103,0,0,0,3,0,0,0,312,312,99999,0,0,1030,0.324,101.088,0.4,0.4
103,0,1,0,365,0,0,0,24,24,99999,0,0,1031,0.388,9.312,0.6,0.6
103,0,2,0,90,0,0,0,24,24,99999,0,0,1032,0.42,10.08,0.5,0.5
103,0,3,0,89,0,0,0,60,60,99999,0,0,1033,0.142,8.52,0.5,0.5
103,0,4,0,238,0,0,0,33,33,99999,0,0,1034,0.238,7.854,0.6,0.6
103,0,5,0,164,0,0,0,384,384,99999,0,0,1035,0.277,106.368,0.5,0.5
103,0,6,0,12,0,0,0,8,8,99999,0,0,1036,0.306,2.448,0.4,0.4
103,0,7,0,315,0,0,0,20,20,99999,0,0,1037,0.228,4.56,0.6,0.6
103,0,8,0,477,0,0,0,45,45,99999,0,0,1038,0.254,11.43,0.6,0.6
103,0,9,0,199,0,0,0,10,10,99999,0,0,1039,5.345,53.45,0.5,0.5
104,0,0,0,32,0,0,0,96,96,99999,0,0,1040,0.125,12.0,0.4,0.4
104,0,1,0,439,0,0,0,12,12,99999,0,0,1041,2.803,33.636,0.6,0.6
104,0,2,0,497,0,0,0,30,30,99999,0,0,1042,0.379,11.37,0.6,0.6
104,0,3,0,179,0,0,0,24,24,99999,0,0,1043,0.324,7.776,0.5,0.5
104,0,4,0,161,0,0,0,210,210,99999,0,0,1044,0.114,23.94,0.5,0.5
104,0,5,0,246,0,0,0,24,24,99999,0,0,1045,0.152,3.648,0.6,0.6
104,0,6,0,358,0,0,0,24,24,99999,0,0,1046,2.37,56.88,0.6,0.6
104,0,7,0,173,0,0,0,96,96,99999,0,0,1047,0.645,61.92,0.5,0.5
104,0,8,0,180,0,0,0,216,216,99999,0,0,1048,0.408,88.128,0.5,0.5
104,0,9,0,33,0,0,0,240,240,99999,0,0,1049,0.409,98.16,0.4,0.4
105,0,0,0,92,0,0,0,30,30,99999,0,0,1050,0.348,10.44,0.5,0.5
105,0,1,0,47,0,0,0,30,30,99999,0,0,1051,0.365,10.95,0.4,0.4
105,0,2,0,140,0,0,0,10,10,99999,0,0,1052,6.27,62.7,0.5,0.5
105,0,3,0,99,0,0,0,24,24,99999,0,0,1053,2.228,53.472,0.5,0.5
105,0,4,0,45,0,0,0,72,72,99999,0,0,1054,0.125,9.0,0.4,0.4
105,0,5,0,126,0,0,0,240,240,99999,0,0,1055,0.27,64.8,0.5,0.5
105,0,6,0,276,0,0,0,16,16,99999,0,0,1056,1.25,20.0,0.6,0.6
105,0,7,0,430,0,0,0,12,12,99999,0,0,1057,1.043,12.516,0.6,0.6
105,0,8,0,170,0,0,0,60,60,99999,0,0,1058,0.59,35.4,0.5,0.5
105,0,9,0,186,0,0,0,70,70,99999,0,0,1059,0.181,12.67,0.5,0.5
106,0,0,0,39,0,0,0,360,360,99999,0,0,1060,0.276,99.36,0.4,0.4
106,0,1,0,80,0,0,0,32,32,99999,0,0,1061,0.468,14.976,0.5,0.5
106,0,2,0,22,0,0,0,72,72,99999,0,0,1062,0.125,9.0,0.4,0.4
106,0,3,0,401,0,0,0,30,30,99999,0,0,1063,0.344,10.32,0.6,0.6
106,0,4,0,6,0,0,0,10,10,99999,0,0,1064,0.34,3.4,0.4,0.4
106,0,5,0,197,0,0,0,432,432,99999,0,0,1065,0.164,70.848,0.5,0.5
106,0,6,0,325,0,0,0,27,27,99999,0,0,1066,3.0,81.0,0.6,0.6
106,0,7,0,71,0,0,0,24,24,99999,0,0,1067,0.288,6.912,0.5,0.5
106,0,8,0,19,0,0,0,12,12,99999,0,0,1068,0.28,3.36,0.4,0.4
106,0,9,0,461,0,0,0,60,60,99999,0,0,1069,0.322,19.32,0.6,0.6
107,0,0,0,319,0,0,0,48,48,99999,0,0,1070,0.397,19.056,0.6,0.6
107,0,1,0,169,0,0,0,80,80,99999,0,0,1071,1.046,83.68,0.5,0.5
107,0,2,0,51,0,0,0,336,336,99999,0,0,1072,0.278,93.408,0.5,0.5
